Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-25 00:00:00-05:00,1.4959285694548037,1.508167829353896,1.4768894154892072,1.4796092510223389,337335,0.0,0.0
1962-01-26 00:00:00-05:00,1.4796091304654515,1.4850489028330467,1.471449522786334,1.4721295833587646,258885,0.0,0.0
1962-01-29 00:00:00-05:00,1.4721301912630447,1.4823296796376004,1.4469712972640991,1.4469712972640991,611910,0.0,0.0
1962-01-30 00:00:00-05:00,1.4469721595726892,1.4551317754838937,1.4286129474639893,1.4286129474639893,776655,0.0,0.0
1962-01-31 00:00:00-05:00,1.4428915452687936,1.4741699695587158,1.4428915452687936,1.4741699695587158,800190,0.0,0.0
1962-02-01 00:00:00-05:00,1.4891289279521231,1.5122479393034733,1.4891289279521231,1.5081679821014404,674670,0.0,0.0
1962-02-02 00:00:00-05:00,1.5081674741424391,1.517687201499939,1.501367886911084,1.517687201499939,533460,0.0,0.0
1962-02-05 00:00:00-05:00,1.5176898527930303,1.5176898527930303,1.4904910493751544,1.4986506700515747,329490,0.0,0.0
1962-02-06 00:00:00-05:00,1.4988529062125708,1.5015731128865888,1.4934123911060928,1.5002129077911377,274575,0.000956,0.0
1962-02-07 00:00:00-05:00,1.5015732049942017,1.5097340290337307,1.5015732049942017,1.5015732049942017,266730,0.0,0.0
1962-02-08 00:00:00-05:00,1.5015735177028695,1.509734343441923,1.5015735177028695,1.5029336214065552,23535,0.0,0.0
1962-02-09 00:00:00-05:00,1.502933755371051,1.5138146877288818,1.4961332362464557,1.5138146877288818,455010,0.0,0.0
1962-02-12 00:00:00-05:00,1.513813826448117,1.526055059183204,1.512453825155446,1.5151740312576294,298110,0.0,0.0
1962-02-13 00:00:00-05:00,1.5151734550920857,1.5165335576259797,1.4906913042068481,1.4906913042068481,274575,0.0,0.0
1962-02-14 00:00:00-05:00,1.4906924492278708,1.4961329653007627,1.485251933154979,1.4879721403121948,219660,0.0,0.0
1962-02-15 00:00:00-05:00,1.487971482618962,1.487971482618962,1.4811710694902103,1.4825310707092285,243195,0.0,0.0
1962-02-16 00:00:00-05:00,1.482531251728399,1.4879716643024148,1.4811712503433228,1.4811712503433228,235350,0.0,0.0
1962-02-19 00:00:00-05:00,1.4811726361617694,1.4879730564834877,1.4634908717190511,1.4662110805511475,298110,0.0,0.0
1962-02-20 00:00:00-05:00,1.466890573501587,1.4743711444189274,1.466890573501587,1.466890573501587,305955,0.0,0.0
1962-02-21 00:00:00-05:00,1.4668905408794537,1.4770914209347197,1.4560095071792603,1.4560095071792603,384405,0.0,0.0
1962-02-23 00:00:00-05:00,1.458048851242207,1.4634893650639407,1.458048851242207,1.4607690572738647,305955,0.0,0.0
1962-02-26 00:00:00-05:00,1.4607691152057094,1.4621294217923222,1.4526083950286768,1.4553287029266357,313800,0.0,0.0
1962-02-27 00:00:00-05:00,1.4553300423639537,1.4675712865335695,1.447169314676059,1.45805025100708,368715,0.0,0.0
1962-02-28 00:00:00-05:00,1.458048851242207,1.4607690572738647,1.449888131388816,1.4607690572738647,282420,0.0,0.0
1962-03-01 00:00:00-05:00,1.4662103705194898,1.4784516096115112,1.4662103705194898,1.4784516096115112,298110,0.0,0.0
1962-03-02 00:00:00-05:00,1.4906913042068481,1.498852021168594,1.4906913042068481,1.4906913042068481,258885,0.0,0.0
1962-03-05 00:00:00-05:00,1.4906922998523684,1.4906922998523684,1.4798112687969234,1.485251784324646,376560,0.0,0.0
1962-03-06 00:00:00-05:00,1.4852513998418961,1.492051915293057,1.4825311936614316,1.4866116046905518,196125,0.0,0.0
1962-03-07 00:00:00-05:00,1.4866117471873632,1.4913721084594727,1.4825313357671217,1.4913721084594727,133365,0.0,0.0
1962-03-08 00:00:00-05:00,1.4913727533085226,1.4947729110717773,1.4825319767935417,1.4947729110717773,196125,0.0,0.0
1962-03-09 00:00:00-05:00,1.4961330755687603,1.5042937994003296,1.4961330755687603,1.5042937994003296,305955,0.0,0.0
1962-03-12 00:00:00-05:00,1.5042938268687105,1.5083740362212983,1.498853310295498,1.5029336214065552,298110,0.0,0.0
1962-03-13 00:00:00-05:00,1.5029333084146403,1.5029333084146403,1.4961327913124467,1.5015732049942017,133365,0.0,0.0
1962-03-14 00:00:00-05:00,1.5015746081101389,1.505654922184222,1.496134189344695,1.498854398727417,211815,0.0,0.0
1962-03-15 00:00:00-05:00,1.4988531770217608,1.5070139002767167,1.4961329698562622,1.4961329698562622,258885,0.0,0.0
1962-03-16 00:00:00-05:00,1.4961331028881266,1.5029336214065552,1.4961331028881266,1.5029336214065552,172590,0.0,0.0
1962-03-19 00:00:00-05:00,1.5056521632910107,1.5124528778035615,1.5056521632910107,1.5070123672485352,392250,0.0,0.0
1962-03-20 00:00:00-05:00,1.5042935108287592,1.5042935108287592,1.497492790222168,1.497492790222168,172590,0.0,0.0
1962-03-21 00:00:00-05:00,1.4974941922775127,1.5015746081101389,1.4934138782034296,1.498854398727417,274575,0.0,0.0
1962-03-22 00:00:00-05:00,1.4934119962871109,1.4934119962871109,1.4825310707092285,1.4825310707092285,251040,0.0,0.0
1962-03-23 00:00:00-05:00,1.4838919313348313,1.4906924492278708,1.4838919313348313,1.4879721403121948,196125,0.0,0.0
1962-03-26 00:00:00-05:00,1.4879723416151927,1.4934128584241146,1.4852521340899687,1.4872922897338867,141210,0.0,0.0
1962-03-27 00:00:00-05:00,1.4838910164247674,1.4838910164247674,1.4580485555723826,1.4594087600708008,368715,0.0,0.0
1962-03-28 00:00:00-05:00,1.4607700758206636,1.4716511110511177,1.4607700758206636,1.4675709009170532,345180,0.0,0.0
1962-03-29 00:00:00-05:00,1.46757052366847,1.474370939982812,1.4634900093078613,1.4634900093078613,243195,0.0,0.0
1962-03-30 00:00:00-05:00,1.4607692559991137,1.4607692559991137,1.4424076592706487,1.449208378791809,462855,0.0,0.0
1962-04-02 00:00:00-05:00,1.4485289871565081,1.4485289871565081,1.4294872283935547,1.4294872283935547,392250,0.0,0.0
1962-04-03 00:00:00-05:00,1.4281277258619933,1.4281277258619933,1.3791632588865217,1.3941245079040527,957090,0.0,0.0
1962-04-04 00:00:00-05:00,1.3941239528607947,1.4063651919291944,1.3880035877227783,1.3880035877227783,682515,0.0,0.0
1962-04-05 00:00:00-05:00,1.3954840208699417,1.4172459840774536,1.3954840208699417,1.4172459840774536,957090,0.0,0.0
1962-04-06 00:00:00-05:00,1.4172455341939652,1.4281265632229323,1.4063646069234292,1.415885329246521,455010,0.0,0.0
1962-04-09 00:00:00-05:00,1.4158857786982326,1.4240465021812416,1.4063650533529293,1.4172459840774536,23535,0.0,0.0
1962-04-10 00:00:00-05:00,1.4172454665420324,1.422685980796814,1.409084746039073,1.422685980796814,274575,0.0,0.0
1962-04-11 00:00:00-05:00,1.4226869193890095,1.433567955077141,1.4036451578140259,1.4036451578140259,556995,0.0,0.0
1962-04-12 00:00:00-05:00,1.403645522648649,1.40636583315699,1.3886842727661133,1.3886842727661133,423630,0.0,0.0
1962-04-13 00:00:00-05:00,1.3886828108242688,1.4090845584869385,1.3873226061228,1.4090845584869385,658980,0.0,0.0
1962-04-16 00:00:00-05:00,1.4090850625183382,1.4186057865253066,1.3927636178466374,1.4077248573303223,533460,0.0,0.0
1962-04-17 00:00:00-05:00,1.4077256190012761,1.414526343345642,1.4009250981739183,1.414526343345642,313800,0.0,0.0
1962-04-18 00:00:00-05:00,1.4145241474573624,1.4267651677023152,1.410443637778468,1.4118038415908813,447165,0.0,0.0
1962-04-19 00:00:00-05:00,1.4118038415908813,1.417244351565497,1.4063634333746118,1.4118038415908813,407940,0.0,0.0
1962-04-23 00:00:00-05:00,1.411806134595219,1.4131662388583186,1.4050054097626992,1.4104459285736084,329490,0.0,0.0
1962-04-24 00:00:00-05:00,1.4104445596715822,1.4192854323182733,1.4077243537854696,1.4090845584869385,478545,0.0,0.0
1962-04-25 00:00:00-05:00,1.4090859604386117,1.4145264793822228,1.3941245079040527,1.3941245079040527,486390,0.0,0.0
1962-04-26 00:00:00-05:00,1.3927639539275878,1.3927639539275878,1.358760952949524,1.358760952949524,972780,0.0,0.0
1962-04-27 00:00:00-05:00,1.3587604237335387,1.3737216610002785,1.3057156855314171,1.3206769227981567,1710210,0.0,0.0
1962-04-30 00:00:00-04:00,1.3206770719668608,1.332918307677044,1.224108612526836,1.2349896430969238,2455485,0.0,0.0
1962-05-01 00:00:00-04:00,1.234989661917236,1.2635521386424855,1.1697036810186894,1.2567514181137085,5562105,0.0,0.0
1962-05-02 00:00:00-04:00,1.2785140741225622,1.3165976006805755,1.2785140741225622,1.2853147983551025,2675145,0.0,0.0
1962-05-03 00:00:00-04:00,1.2853134574421259,1.3165962271316132,1.2757925348561459,1.311835765838623,1427790,0.0,0.0
1962-05-04 00:00:00-04:00,1.3118366981894343,1.3220375776290894,1.2989154078511922,1.3220375776290894,815880,0.0,0.0
1962-05-07 00:00:00-04:00,1.3220375971244893,1.3322384767145716,1.2927950620651245,1.2927950620651245,870795,0.0,0.0
1962-05-08 00:00:00-04:00,1.2912981120600764,1.2912981120600764,1.2501479387283325,1.2501479387283325,1082610,0.000956,0.0
1962-05-09 00:00:00-04:00,1.2501486243866162,1.2617115356117006,1.2243022666107564,1.2270230054855347,1678830,0.0,0.0
1962-05-10 00:00:00-04:00,1.227021852327433,1.2508277099053144,1.2215804814662337,1.2324631214141846,2000475,0.0,0.0
1962-05-11 00:00:00-04:00,1.232463976769061,1.2515085335644458,1.2079779435615345,1.2134193181991577,1984785,0.0,0.0
1962-05-14 00:00:00-04:00,1.2134185339616066,1.236544132232666,1.1923333099209903,1.236544132232666,2855580,0.0,0.0
1962-05-15 00:00:00-04:00,1.2365449526688632,1.2596705662835543,1.2297433614730835,1.2297433614730835,1765125,0.0,0.0
1962-05-16 00:00:00-04:00,1.2297430355086298,1.2501480072363222,1.2297430355086298,1.2433462142944336,925710,0.0,0.0
1962-05-17 00:00:00-04:00,1.2433456839184658,1.2433456839184658,1.2161391344034131,1.2215805053710938,1019850,0.0,0.0
1962-05-18 00:00:00-04:00,1.2215817094926829,1.2283833026885986,1.2120591736947497,1.2283833026885986,768810,0.0,0.0
1962-05-21 00:00:00-04:00,1.228382051538178,1.228382051538178,1.2134184599735582,1.2243010997772217,415785,0.0,0.0
1962-05-22 00:00:00-04:00,1.2229410710383997,1.2229410710383997,1.1834913492202759,1.1834913492202759,1051230,0.0,0.0
1962-05-23 00:00:00-04:00,1.1834916319260187,1.191653743551398,1.129758358001709,1.129758358001709,3028170,0.0,0.0
1962-05-24 00:00:00-04:00,1.1297580832792504,1.1590053205389028,1.0828266143798828,1.0828266143798828,4346130,0.0,0.0
1962-05-25 00:00:00-04:00,1.0828278019367137,1.107313852389387,1.055621011361794,1.0841882228851318,4503030,0.0,0.0
1962-05-28 00:00:00-04:00,1.0801059835753688,1.0801059835753688,0.9658378622001765,0.9821618795394897,4518720,0.0,0.0
1962-05-29 00:00:00-04:00,0.9944051497395086,1.052899546365475,0.9944051497395086,1.0420171022415161,4040175,0.0,0.0
1962-05-31 00:00:00-04:00,1.0610609588545004,1.0882677127376126,1.0610609588545004,1.0678627490997314,4322595,0.0,0.0
1962-06-01 00:00:00-04:00,1.063782071591209,1.063782071591209,1.041336621857561,1.0474580526351929,2526090,0.0,0.0
1962-06-04 00:00:00-04:00,1.033854436757911,1.033854436757911,0.9794409275054932,0.9794409275054932,1898490,0.0,0.0
1962-06-05 00:00:00-04:00,0.9794413903382501,1.017530803749333,0.9603966327454566,0.9906640648841858,3310590,0.0,0.0
1962-06-06 00:00:00-04:00,0.9906640462298744,1.0229721583380977,0.9848827456442425,0.9944049715995789,3012480,0.0,0.0
1962-06-07 00:00:00-04:00,1.0012065717522982,1.0175305880720564,1.0012065717522982,1.0066479444503784,1286580,0.0,0.0
1962-06-08 00:00:00-04:00,1.0073280100782314,1.0229718660845553,1.0073280100782314,1.010048747062683,1223820,0.0,0.0
1962-06-11 00:00:00-04:00,1.010048970872017,1.0120894477316356,0.9753603553860275,0.9767205715179443,1247355,0.0,0.0
1962-06-12 00:00:00-04:00,0.9658380459457313,0.9658380459457313,0.9117647409439087,0.9117647409439087,3483180,0.0,0.0
1962-06-13 00:00:00-04:00,0.9117647151970455,0.9331900804786135,0.8767360677785596,0.8777563571929932,4589325,0.0,0.0
1962-06-14 00:00:00-04:00,0.877756461455414,0.9025825230019905,0.8162012996950099,0.832525372505188,6989895,0.0,0.0
1962-06-15 00:00:00-04:00,0.8325249798850395,0.9100639456768862,0.8175611814423784,0.9073432087898254,6621180,0.0,0.0
1962-06-18 00:00:00-04:00,0.9073443100616444,0.9243486054773877,0.8638136883278429,0.8971418142318726,4989420,0.0,0.0
1962-06-19 00:00:00-04:00,0.8971414786338833,0.9141457676887512,0.8869389866206063,0.9141457676887512,2204445,0.0,0.0
1962-06-20 00:00:00-04:00,0.9141453337231998,0.9325099327584718,0.8923799395561218,0.8923799395561218,3200760,0.0,0.0
1962-06-21 00:00:00-04:00,0.8814966017741104,0.8814966017741104,0.8576907492050346,0.8590511679649353,3883275,0.0,0.0
1962-06-22 00:00:00-04:00,0.8590515901779757,0.874695446748539,0.8447680003742273,0.8706142902374268,3530250,0.0,0.0
1962-06-25 00:00:00-04:00,0.8706142094842394,0.9141449810231317,0.858371249958872,0.9046225547790527,3969570,0.0,0.0
1962-06-26 00:00:00-04:00,0.9046226386866595,0.9223071752872556,0.8706142902374268,0.8706142902374268,3381195,0.0,0.0
1962-06-27 00:00:00-04:00,0.8719750275757197,0.9059833884239198,0.8719750275757197,0.9059833884239197,3098775,0.0,0.0
1962-06-28 00:00:00-04:00,0.912104775670612,0.9481535021686041,0.912104775670612,0.9359106421470642,4275525,0.0,0.0
1962-06-29 00:00:00-04:00,0.93591107184706,0.9454333006801492,0.9202670030945682,0.9229876399040222,2957565,0.0,0.0
1962-07-02 00:00:00-04:00,0.9229873812138508,0.9522346258163452,0.9209469041786548,0.9522346258163452,1459170,0.0,0.0
1962-07-03 00:00:00-04:00,0.9522344029312296,0.9624370910426266,0.9467930303365062,0.9563154578208923,2706525,0.0,0.0
1962-07-05 00:00:00-04:00,0.9563156816612416,0.9603966357316338,0.9488339325321892,0.9522346258163452,2110305,0.0,0.0
1962-07-06 00:00:00-04:00,0.9413521708812965,0.9413521708812965,0.9304695238872606,0.938631534576416,1702365,0.0,0.0
1962-07-09 00:00:00-04:00,0.9386313766163196,0.9535949755494869,0.927748629679202,0.9529147148132324,1976940,0.0,0.0
1962-07-10 00:00:00-04:00,0.9692389516907881,0.9842025524221073,0.9692389516907881,0.9760405421257019,3192915,0.0,0.0
1962-07-11 00:00:00-04:00,0.9760405108317745,1.018891038070397,0.9719595567016703,1.0185511112213135,3467490,0.0,0.0
1962-07-12 00:00:00-04:00,1.020931910804811,1.0603818617731315,1.020931910804811,1.0311346054077148,3451800,0.0,0.0
1962-07-13 00:00:00-04:00,1.031134628623313,1.0379362216292938,1.0134501814841206,1.0236526727676392,2204445,0.0,0.0
1962-07-16 00:00:00-04:00,1.0236525197418282,1.0406568050384521,1.0134500299834797,1.0406568050384521,1733745,0.0,0.0
1962-07-17 00:00:00-04:00,1.0406566192946718,1.0460978919148436,1.0066482583205423,1.006988286972046,1788660,0.0,0.0
1962-07-18 00:00:00-04:00,1.0069880144777623,1.0120893588405038,0.9848825960038287,0.9937247633934021,2549625,0.0,0.0
1962-07-19 00:00:00-04:00,0.9991661628794178,1.022972030107167,0.9991661628794178,0.9998462200164795,2298585,0.0,0.0
1962-07-20 00:00:00-04:00,1.0025669598160585,1.017530762748186,1.0025669598160585,1.012089490890503,713895,0.0,0.0
1962-07-23 00:00:00-04:00,1.0120899250378996,1.025693314066434,1.010729402940868,1.014810562133789,878640,0.0,0.0
1962-07-24 00:00:00-04:00,1.0093682185737427,1.0093682185737427,0.988283097743988,0.988283097743988,933555,0.0,0.0
1962-07-25 00:00:00-04:00,0.9882835185201143,1.002566855662683,0.9760403527887306,0.9998462200164795,1969095,0.0,0.0
1962-07-26 00:00:00-04:00,1.004607470944965,1.014809955732584,1.004607470944965,1.005287528038025,996315,0.0,0.0
1962-07-27 00:00:00-04:00,1.0052882631998765,1.0226324796676636,1.0046082056094945,1.0226324796676636,996315,0.0,0.0
1962-07-30 00:00:00-04:00,1.0290930812065742,1.0539194345474243,1.0290930812065742,1.0539194345474243,2981100,0.0,0.0
1962-07-31 00:00:00-04:00,1.0539199729158581,1.0705840229322097,1.0528994798660278,1.0528994798660278,2902650,0.0,0.0
1962-08-01 00:00:00-04:00,1.0501791908146068,1.0501791908146068,1.0236526727676392,1.0236526727676392,1278735,0.0,0.0
1962-08-02 00:00:00-04:00,1.0243325033195496,1.0494987964630127,1.0243325033195496,1.0494987964630127,1561155,0.0,0.0
1962-08-03 00:00:00-04:00,1.049498631335569,1.0542598459371149,1.0392962467061824,1.0474580526351929,996315,0.0,0.0
1962-08-06 00:00:00-04:00,1.0474579005068656,1.051538955540404,1.0324942016746985,1.0338547229766846,6911445,0.0,0.0
1962-08-07 00:00:00-04:00,1.0330389571502852,1.0330389571502852,1.0156915187835693,1.0156915187835693,964935,0.000956,0.0
1962-08-08 00:00:00-04:00,1.0156916247563859,1.0422233870771056,1.0082080879286925,1.038821816444397,1655295,0.0,0.0
1962-08-09 00:00:00-04:00,1.0381408935403715,1.0381408935403715,1.0207931567917803,1.024534821510315,1349340,0.0,0.0
1962-08-10 00:00:00-04:00,1.0245352145647988,1.0333792360335032,1.0207935484108048,1.0224944353103638,1027695,0.0,0.0
1962-08-13 00:00:00-04:00,1.023174201381809,1.0333787031598491,1.023174201381809,1.0306575298309326,1066920,0.0,0.0
1962-08-14 00:00:00-04:00,1.0306565282731623,1.0503851175308228,1.028955745698052,1.0503851175308228,1984785,0.0,0.0
1962-08-15 00:00:00-04:00,1.0517460107803345,1.0728353931022172,1.0517460107803345,1.0517460107803345,2455485,0.0,0.0
1962-08-16 00:00:00-04:00,1.0517469304385016,1.0687543672160413,1.0497060502405504,1.0510666370391846,1333650,0.0,0.0
1962-08-17 00:00:00-04:00,1.0510662653264506,1.0653526252489212,1.0503858703731441,1.0599101781845093,933555,0.0,0.0
1962-08-20 00:00:00-04:00,1.0653527474884863,1.080999695523761,1.0653527474884863,1.0714753866195679,1890645,0.0,0.0
1962-08-21 00:00:00-04:00,1.071475232097703,1.0830404190443934,1.0667130783323762,1.068753957748413,1357185,0.0,0.0
1962-08-22 00:00:00-04:00,1.0707946636868093,1.1197762613963145,1.0707946636868093,1.1129733324050903,3459645,0.0,0.0
1962-08-23 00:00:00-04:00,1.1129735387464104,1.1286204819161898,1.108211487569686,1.1170552968978882,3059550,0.0,0.0
1962-08-24 00:00:00-04:00,1.1170550897998248,1.1184157773926078,1.1088913714212794,1.1129733324050903,1310115,0.0,0.0
1962-08-27 00:00:00-04:00,1.1129740305115818,1.1204573588903408,1.108892066967383,1.110252857208252,957090,0.0,0.0
1962-08-28 00:00:00-04:00,1.1095721759552535,1.1095721759552535,1.0707950592041016,1.0707950592041016,2879115,0.0,0.0
1962-08-29 00:00:00-04:00,1.0707946793104224,1.0775976084009058,1.056508222836788,1.0639915466308594,2635920,0.0,0.0
1962-08-30 00:00:00-04:00,1.0639924165805592,1.0735167286836573,1.0531075175469111,1.0551486015319824,996315,0.0,0.0
1962-08-31 00:00:00-04:00,1.0571893792248968,1.082360438584027,1.0571893792248968,1.0782787799835205,1286580,0.0,0.0
1962-09-04 00:00:00-04:00,1.078278850018398,1.0925650123292114,1.0503863098670443,1.0544682741165161,1702365,0.0,0.0
1962-09-05 00:00:00-04:00,1.0544679996446171,1.0667132784379396,1.038140655869741,1.0422226190567017,2353500,0.0,0.0
1962-09-06 00:00:00-04:00,1.0422223518540386,1.0582092904105878,1.0367799053244022,1.0558282136917114,1898490,0.0,0.0
1962-09-07 00:00:00-04:00,1.0558291920582021,1.0636527225562586,1.0401822328567505,1.0401822328567505,1380720,0.0,0.0
1962-09-10 00:00:00-04:00,1.0401810952576598,1.0524266742500037,1.0272554268761553,1.045623540878296,1890645,0.0,0.0
1962-09-11 00:00:00-04:00,1.0456237262809487,1.0551480332544827,1.0367799159954365,1.0395011901855469,1616070,0.0,0.0
1962-09-12 00:00:00-04:00,1.0408619898066478,1.05174678447977,1.0408619898066478,1.043923258781433,1365030,0.0,0.0
1962-09-13 00:00:00-04:00,1.0439234889270566,1.0517470163501852,1.0432432972667913,1.0435833930969238,886485,0.0,0.0
1962-09-14 00:00:00-04:00,1.043582634645207,1.058549181569995,1.0422221505188236,1.0565083026885986,1145370,0.0,0.0
1962-09-17 00:00:00-04:00,1.058549209986622,1.0769173240013745,1.058549209986622,1.0748765468597412,1529775,0.0,0.0
1962-09-18 00:00:00-04:00,1.0748770563331833,1.088143030192598,1.0653528483221306,1.0667133331298828,2384880,0.0,0.0
1962-09-19 00:00:00-04:00,1.06671348701809,1.0707954510032187,1.0510666370391846,1.0510666370391846,1537620,0.0,0.0
1962-09-20 00:00:00-04:00,1.0510666200819192,1.0599105359249719,1.0401817222792302,1.041542410850525,925710,0.0,0.0
1962-09-21 00:00:00-04:00,1.0408621001871718,1.0408621001871718,1.021813580245917,1.0252151489257812,2235825,0.0,0.0
1962-09-24 00:00:00-04:00,1.013649887149658,1.013649887149658,0.9843968668005909,0.9850772619247437,2745750,0.0,0.0
1962-09-25 00:00:00-04:00,0.9850773472766559,1.0048061609268188,0.9769136230255038,1.0048061609268188,2557470,0.0,0.0
1962-09-26 00:00:00-04:00,1.004805983917899,1.0061664686606098,0.9673893451690674,0.9673893451690674,2149530,0.0,0.0
1962-09-27 00:00:00-04:00,0.9673894977296917,0.9789544851206149,0.9483409778196364,0.9524227380752563,3012480,0.0,0.0
1962-09-28 00:00:00-04:00,0.9531028885092598,0.9701105257407789,0.9531028885092598,0.9619469046592712,1482705,0.0,0.0
1962-10-01 00:00:00-04:00,0.9619468188134036,0.9619468188134036,0.9258906677463531,0.9262309670448303,1937715,0.0,0.0
1962-10-02 00:00:00-04:00,0.9340545137698745,0.9558242048631284,0.9340545137698745,0.9534432291984558,2965410,0.0,0.0
1962-10-03 00:00:00-04:00,0.9534431854203771,0.9687498349418223,0.944258971759403,0.9483408331871033,1882800,0.0,0.0
1962-10-04 00:00:00-04:00,0.9483409364833215,0.9741923890259294,0.9442590746110122,0.9735119938850403,1365030,0.0,0.0
1962-10-05 00:00:00-04:00,0.9735124851822182,0.9847376873419833,0.9667095482861774,0.980315625667572,1820040,0.0,0.0
1962-10-08 00:00:00-04:00,0.9803157197457305,0.9837172903148466,0.9769141491766143,0.9789550304412842,666825,0.0,0.0
1962-10-09 00:00:00-04:00,0.9823558872934552,1.0000437156590825,0.9823558872934552,0.9966423511505127,1239510,0.0,0.0
1962-10-10 00:00:00-04:00,0.9966418611095834,1.0116084072791562,0.9721509085904555,0.977253258228302,1898490,0.0,0.0
1962-10-11 00:00:00-04:00,0.9772544028606605,0.9891596957042406,0.9667095956683146,0.9687504768371582,1427790,0.0,0.0
1962-10-12 00:00:00-04:00,0.9687498977023727,0.9707907776511445,0.9578651028476565,0.9667090177536011,1090455,0.0,0.0
1962-10-15 00:00:00-04:00,0.9714712509818281,0.9986833930015564,0.9714712509818281,0.9986833930015564,972780,0.0,0.0
1962-10-16 00:00:00-04:00,0.9986834186395046,1.002765077175873,0.9728319644927979,0.9728319644927979,1317960,0.0,0.0
1962-10-17 00:00:00-04:00,0.9728312233295133,0.9932402130247988,0.9673887785733213,0.9837160110473633,1443480,0.0,0.0
1962-10-18 00:00:00-04:00,0.9837166046044962,0.9905195374113376,0.9663689732551576,0.9663689732551575,1027695,0.0,0.0
1962-10-19 00:00:00-04:00,0.9663685529997863,0.9687494257548913,0.9469797448564344,0.9473200440406799,2479020,0.0,0.0
1962-10-22 00:00:00-04:00,0.9384770336810702,0.9384770336810702,0.9218096850646306,0.9333748817443848,2871270,0.0,0.0
1962-10-23 00:00:00-04:00,0.9333743944888837,0.9333743944888837,0.8979986310005187,0.8979986310005188,2635920,0.0,0.0
1962-10-24 00:00:00-04:00,0.8979986324790609,0.9252107739448547,0.8762289396653471,0.9252107739448547,3859740,0.0,0.0
1962-10-25 00:00:00-04:00,0.9252104738370976,0.9265709583155629,0.9034407880847519,0.921128511428833,2800665,0.0,0.0
1962-10-26 00:00:00-04:00,0.9170473581011012,0.9170473581011012,0.895957953901723,0.9020805954933167,1623915,0.0,0.0
1962-10-29 00:00:00-05:00,0.9197685345007962,0.9381366629119462,0.9197685345007962,0.9374563694000244,3687150,0.0,0.0
1962-10-30 00:00:00-05:00,0.9374559824781091,0.9578649830014937,0.9282718711658333,0.9571847915649414,2769285,0.0,0.0
1962-10-31 00:00:00-05:00,0.955143721872053,0.955143721872053,0.9367756007807492,0.9415378570556641,1231665,0.0,0.0
1962-11-01 00:00:00-05:00,0.9415378601433192,0.9578649997711182,0.9306530664599233,0.9578649997711182,2086770,0.0,0.0
1962-11-02 00:00:00-05:00,0.9578648015040488,1.0065063181841567,0.9442587358701618,0.9721511602401733,3279210,0.0,0.0
1962-11-05 00:00:00-05:00,0.9777983403521027,0.9914072554496233,0.9777983403521027,0.9839223623275757,1812195,0.000956,0.0
1962-11-07 00:00:00-05:00,0.9839226494979249,0.9975313649355481,0.9689527570687889,0.9832422137260437,1827885,0.0,0.0
1962-11-08 00:00:00-05:00,0.9832422594644753,0.9934488983334017,0.9669114947319031,0.9669114947319031,1333650,0.0,0.0
1962-11-09 00:00:00-05:00,0.9716746019722303,0.9839226494979249,0.9716746019722303,0.9832422137260437,1153215,0.0,0.0
